Market SID,Switch Number,Switch Name,Cell Number,E-911 Latitude Degrees (NAD83),E-911 Longitude Degrees (NAD83),Street Address,City,State,Zip Code,Sector,Technology,Azimuth (deg),,,
,,,5,40.950694,-74.103028,20-05 Saddle River Rd,Fair Lawn,NJ,7410,D2,Digital,180,,,
22,1,JCY1,5,40.950694,-74.103028,20-05 Saddle River Rd,Fair Lawn,NJ,7410,D2,Digital,180,,,
,,,5,40.950694,-74.103028,20-05 Saddle River Rd,Fair Lawn,NJ,7410,D3,Digital,280,,,
22,1,JCY1,5,40.950694,-74.103028,20-05 Saddle River Rd,Fair Lawn,NJ,7410,D3,Digital,280,,,
,,,5,40.950694,-74.103028,20-05 Saddle River Rd,Fair Lawn,NJ,7410,S1,Digital,70,,,
,,,5,40.950694,-74.103028,20-05 Saddle River Rd,Fair Lawn,NJ,7410,S2,Digital,190,,,
,,,7,40.987506,-74.064028,350 Hudson Avenue,Township of Washington,NJ,7676,D1,Digital,126,,,
22,1,JCY1,7,40.987506,-74.064028,350 Hudson Avenue,Township of Washington,NJ,7676,D1,Digital,126,,,
,,,7,40.987506,-74.064028,350 Hudson Avenue,Township of Washington,NJ,7676,D2,Digital,270,,,
22,1,JCY1,7,40.987506,-74.064028,350 Hudson Avenue,Township of Washington,NJ,7676,D2,Digital,270,,,
,,,7,40.987506,-74.064028,350 Hudson Avenue,Township of Washington,NJ,7676,D3,Digital,15,,,
22,1,JCY1,7,40.987506,-74.064028,350 Hudson Avenue,Township of Washington,NJ,7676,D3,Digital,15,,,
,,,8,41.057361,-74.058956,2 Paragon Drive,Montvale,NJ,7645,D1,Digital,0,,,
,,,8,41.057361,-74.058956,2 Paragon Drive,Montvale,NJ,7645,D2,Digital,0,,,
,,,9,40.850061,-73.995928,408-410 Broad Ave.,Palisades park,NJ,7650,D1,Digital,115,,,
22,1,JCY1,9,40.850061,-73.995928,408-410 Broad Ave.,Palisades park,NJ,7650,D1,Digital,115,,,
,,,9,40.850061,-73.995928,408-410 Broad Ave.,Palisades park,NJ,7650,D2,Digital,210,,,
,,,9,40.850061,-73.995928,408-410 Broad Ave.,Palisades park,NJ,7650,D2,Digital,200,,,
22,1,JCY1,9,40.850061,-73.995928,408-410 Broad Ave.,Palisades park,NJ,7650,D2,Digital,200,,,
22,1,JCY1,9,40.850061,-73.995928,408-410 Broad Ave.,Palisades park,NJ,7650,D2,Digital,210,,,
,,,9,40.850061,-73.995928,408-410 Broad Ave.,Palisades park,NJ,7650,D3,Digital,20,,,
,,,9,40.850061,-73.995928,408-410 Broad Ave.,Palisades park,NJ,7650,D3,Digital,30,,,
22,1,JCY1,9,40.850061,-73.995928,408-410 Broad Ave.,Palisades park,NJ,7650,D3,Digital,30,,,
22,1,JCY1,9,40.850061,-73.995928,408-410 Broad Ave.,Palisades park,NJ,7650,D3,Digital,20,,,
,,,10,40.848361,-74.0125,65 Challenger Rd,Ridgefield Park,NJ,7660,D1,Digital,68,,,
22,1,JCY1,10,40.848361,-74.0125,65 Challenger Rd,Ridgefield Park,NJ,7660,D1,Digital,68,,,
,,,10,40.849439,-74.012919,65 Challenger Rd,Ridgefield Park,NJ,7660,D2,Digital,135,,,
22,1,JCY1,10,40.849439,-74.012919,65 Challenger Rd,Ridgefield Park,NJ,7660,D2,Digital,135,,,
,,,10,40.848472,-74.012972,65 Challenger Rd,Ridgefield Park,NJ,7660,D3,Digital,300,,,
22,1,JCY1,10,40.848472,-74.012972,65 Challenger Rd,Ridgefield Park,NJ,7660,D3,Digital,300,,,
22,1,JCY1,10,40.848472,-74.012972,65 Challenger Rd,Ridgefield Park,NJ,7660,D3,Digital,325,,,
,,,11,40.894047,-74.012997,250 Colonial Ct,Teaneck,NJ,7666,D1,Digital,85,,,
22,1,JCY1,11,40.894047,-74.012997,250 Colonial Ct,Teaneck,NJ,7666,D1,Digital,85,,,
,,,11,40.894047,-74.012997,250 Colonial Ct,Teaneck,NJ,7666,D2,Digital,215,,,
22,1,JCY1,11,40.894047,-74.012997,250 Colonial Ct,Teaneck,NJ,7666,D2,Digital,215,,,
,,,11,40.894047,-74.012997,250 Colonial Ct,Teaneck,NJ,7666,D3,Digital,340,,,
22,1,JCY1,11,40.894047,-74.012997,250 Colonial Ct,Teaneck,NJ,7666,D3,Digital,340,,,
,,,11,40.894047,-74.012997,250 Colonial Ct,Teaneck,NJ,7666,S1,Digital,85,,,
22,1,JCY1,11,40.894047,-74.012997,250 Colonial Ct,Teaneck,NJ,7666,S1,Digital,85,,,
,,,11,40.894047,-74.012997,250 Colonial Ct,Teaneck,NJ,7666,S2,Digital,215,,,
22,1,JCY1,11,40.894047,-74.012997,250 Colonial Ct,Teaneck,NJ,7666,S2,Digital,215,,,
,,,11,40.894047,-74.012997,250 Colonial Ct,Teaneck,NJ,7666,S3,Digital,340,,,
22,1,JCY1,11,40.894047,-74.012997,250 Colonial Ct,Teaneck,NJ,7666,S3,Digital,340,,,
,,,12,40.871625,-74.004858,100 Frank W. Burr Boulevard,Teaneck,NJ,7666,D1,Digital,0,,,
,,,12,40.871625,-74.004858,100 Frank W. Burr Boulevard,Teaneck,NJ,7666,D2,Digital,0,,,
,,,13,40.884433,-74.053647,30 Prospect Ave,Hackensack,NJ,7601,D1,Digital,0,,,
,,,13,40.884433,-74.053647,30 Prospect Ave,Hackensack,NJ,7601,D2,Digital,0,,,
,,,15,40.918711,-74.147922,595-609 Broadway,Paterson,NJ,7505,D1,Digital,60,,,
,,,15,40.918711,-74.147922,595-609 Broadway,Paterson,NJ,7505,D1,Digital,50,,,
22,1,JCY1,15,40.918711,-74.147922,595-609 Broadway,Paterson,NJ,7505,D1,Digital,50,,,
22,1,JCY1,15,40.918711,-74.147922,595-609 Broadway,Paterson,NJ,7505,D1,Digital,60,,,
,,,15,40.918711,-74.147922,595-609 Broadway,Paterson,NJ,7505,D2,Digital,160,,,
22,1,JCY1,15,40.918711,-74.147922,595-609 Broadway,Paterson,NJ,7505,D2,Digital,160,,,
,,,15,40.918711,-74.147922,595-609 Broadway,Paterson,NJ,7505,D3,Digital,320,,,
22,1,JCY1,15,40.918711,-74.147922,595-609 Broadway,Paterson,NJ,7505,D3,Digital,320,,,
,,,18,40.864381,-73.961694,2460 Lemoine Ave,Fort Lee,NJ,7024,D1,Digital,10,,,
,,,18,40.864381,-73.961694,2460 Lemoine Ave,Fort Lee,NJ,7024,D2,Digital,100,,,
,,,18,40.864381,-73.961694,2460 Lemoine Ave,Fort Lee,NJ,7024,D3,Digital,190,,,
,,,19,40.904988,-74.107392,,ELMWOOD PARK,NJ,7407,D1,Digital,100,,,
22,1,JCY1,19,40.904988,-74.107392,,ELMWOOD PARK,NJ,7407,D1,Digital,100,,,
,,,19,40.904988,-74.107392,,ELMWOOD PARK,NJ,7407,D2,Digital,220,,,
22,1,JCY1,19,40.904988,-74.107392,,ELMWOOD PARK,NJ,7407,D2,Digital,220,,,
,,,19,40.904988,-74.107392,,ELMWOOD PARK,NJ,7407,D3,Digital,340,,,
22,1,JCY1,19,40.904988,-74.107392,,ELMWOOD PARK,NJ,7407,D3,Digital,340,,,
,,,20,40.913361,-73.946278,353 East Clinton Ave,Tenafly,NJ,7670,D1,Digital,340,,,
,,,20,40.913361,-73.946278,353 East Clinton Ave,Tenafly,NJ,7670,D2,Digital,200,,,
22,1,JCY1,20,40.913361,-73.946278,353 East Clinton Ave,Tenafly,NJ,7670,D2,Digital,200,,,
,,,20,40.913361,-73.946278,353 East Clinton Ave,Tenafly,NJ,7670,D3,Digital,340,,,
,,,20,40.913361,-73.946278,353 East Clinton Ave,Tenafly,NJ,7670,D3,Digital,350,,,
22,1,JCY1,20,40.913361,-73.946278,353 East Clinton Ave,Tenafly,NJ,7670,D3,Digital,340,,,
,,,21,40.879306,-73.984389,25 Rockwood Place,Englewood,NJ,7631,D1,Digital,80,,,
22,1,JCY1,21,40.879306,-73.984389,25 Rockwood Place,Englewood,NJ,7631,D1,Digital,80,,,
,,,21,40.879306,-73.984389,25 Rockwood Place,Englewood,NJ,7631,D2,Digital,190,,,
22,1,JCY1,21,40.879306,-73.984389,25 Rockwood Place,Englewood,NJ,7631,D2,Digital,190,,,
,,,21,40.879306,-73.984389,25 Rockwood Place,Englewood,NJ,7631,D3,Digital,320,,,
22,1,JCY1,21,40.879306,-73.984389,25 Rockwood Place,Englewood,NJ,7631,D3,Digital,320,,,
,,,22,40.84956,-73.98521,1415 Bergen Blvd,Fort Lee,NJ,7024,D1,Digital,105,,,
22,1,JCY1,22,40.84956,-73.98521,1415 Bergen Blvd,Fort Lee,NJ,7024,D1,Digital,105,,,
,,,22,40.84956,-73.98521,1415 Bergen Blvd,Fort Lee,NJ,7024,D2,Digital,180,,,
,,,22,40.84956,-73.98521,1415 Bergen Blvd,Fort Lee,NJ,7024,D2,Digital,210,,,
22,1,JCY1,22,40.84956,-73.98521,1415 Bergen Blvd,Fort Lee,NJ,7024,D2,Digital,210,,,
22,1,JCY1,22,40.84956,-73.98521,1415 Bergen Blvd,Fort Lee,NJ,7024,D2,Digital,180,,,
,,,22,40.84956,-73.98521,1415 Bergen Blvd,Fort Lee,NJ,7024,D3,Digital,35,,,
,,,22,40.84956,-73.98521,1415 Bergen Blvd,Fort Lee,NJ,7024,D3,Digital,10,,,
22,1,JCY1,22,40.84956,-73.98521,1415 Bergen Blvd,Fort Lee,NJ,7024,D3,Digital,10,,,
22,1,JCY1,22,40.84956,-73.98521,1415 Bergen Blvd,Fort Lee,NJ,7024,D3,Digital,35,,,
,,,23,40.902614,-74.165703,703 Main Street,Paterson,NJ,7503,D1,Digital,0,,,
,,,23,40.902614,-74.165703,703 Main Street,Paterson,NJ,7503,D2,Digital,0,,,
22,1,JCY1,23,40.902614,-74.165703,703 Main Street,Paterson,NJ,7503,R0,Digital,0,,,
,,,24,40.990278,-74.029722,,Westwood,NJ,7675,D1,Digital,40,,,
22,1,JCY1,24,40.990278,-74.029722,,Westwood,NJ,7675,D1,Digital,40,,,
,,,24,40.990278,-74.029722,,Westwood,NJ,7675,D2,Digital,190,,,
22,1,JCY1,24,40.990278,-74.029722,,Westwood,NJ,7675,D2,Digital,190,,,
,,,24,40.990278,-74.029722,,Westwood,NJ,7675,D3,Digital,260,,,
,,,24,40.990278,-74.029722,,Westwood,NJ,7675,D3,Digital,270,,,
22,1,JCY1,24,40.990278,-74.029722,,Westwood,NJ,7675,D3,Digital,270,,,
22,1,JCY1,24,40.990278,-74.029722,,Westwood,NJ,7675,D3,Digital,260,,,
,,,25,40.928128,-74.160428,22-28 Mercer Street,Paterson,NJ,7524,D1,Digital,70,,,
,,,25,40.928128,-74.160428,22-28 Mercer Street,Paterson,NJ,7524,D2,Digital,190,,,
,,,25,40.928128,-74.160428,22-28 Mercer Street,Paterson,NJ,7524,D3,Digital,330,,,
,,,27,40.827167,-73.975036,26 Columbia Terr,Edgewater,NJ,7020,D1,Digital,150,,,
22,1,JCY1,27,40.827167,-73.975036,26 Columbia Terr,Edgewater,NJ,7020,D1,Digital,150,,,
,,,27,40.827167,-73.975036,26 Columbia Terr,Edgewater,NJ,7020,D2,Digital,210,,,
22,1,JCY1,27,40.827167,-73.975036,26 Columbia Terr,Edgewater,NJ,7020,D2,Digital,210,,,
,,,27,40.827167,-73.975036,26 Columbia Terr,Edgewater,NJ,7020,D3,Digital,30,,,
22,1,JCY1,27,40.827167,-73.975036,26 Columbia Terr,Edgewater,NJ,7020,D3,Digital,30,,,
,,,28,41.015467,-73.981033,200 Old Tappan RD,Old Tappan,NJ,7675,D1,Digital,0,,,
,,,28,41.015467,-73.981033,200 Old Tappan RD,Old Tappan,NJ,7675,D2,Digital,0,,,
,,,30,40.932389,-74.181472,344 West Clinton St,Haledon,NJ,7508,D1,Digital,90,,,
22,1,JCY1,30,40.932389,-74.181472,344 West Clinton St,Haledon,NJ,7508,D1,Digital,90,,,
,,,30,40.932389,-74.181472,344 West Clinton St,Haledon,NJ,7508,D2,Digital,235,,,
22,1,JCY1,30,40.932389,-74.181472,344 West Clinton St,Haledon,NJ,7508,D2,Digital,235,,,
,,,30,40.932389,-74.181472,344 West Clinton St,Haledon,NJ,7508,D3,Digital,350,,,
22,1,JCY1,30,40.932389,-74.181472,344 West Clinton St,Haledon,NJ,7508,D3,Digital,350,,,
,,,35,40.917222,-74.085528,365 West Passaic Street,Rochelle Park,NJ,7662,D1,Digital,140,,,
22,1,JCY1,35,40.917222,-74.085528,365 West Passaic Street,Rochelle Park,NJ,7662,D1,Digital,140,,,
,,,35,40.917889,-74.086222,365 West Passaic Street,Rochelle Park,NJ,7662,D2,Digital,240,,,
22,1,JCY1,35,40.917889,-74.086222,365 West Passaic Street,Rochelle Park,NJ,7662,D2,Digital,240,,,
,,,35,40.918028,-74.08575,365 West Passaic Street,Rochelle Park,NJ,7662,D3,Digital,340,,,
22,1,JCY1,35,40.918028,-74.08575,365 West Passaic Street,Rochelle Park,NJ,7662,D3,Digital,340,,,
,,,36,40.840933,-73.96875,1375 River Road,Edgewater,NJ,7020,D1,Digital,215,,,
22,1,JCY1,36,40.840933,-73.96875,1375 River Road,Edgewater,NJ,7020,D1,Digital,215,,,
,,,36,40.84085,-73.96945,1375 River Road,Edgewater,NJ,7020,D2,Digital,290,,,
22,1,JCY1,36,40.84085,-73.96945,1375 River Road,Edgewater,NJ,7020,D2,Digital,290,,,
,,,36,40.84085,-73.96945,1375 River Road,Edgewater,NJ,7020,D3,Digital,0,,,
22,1,JCY1,36,40.84085,-73.96945,1375 River Road,Edgewater,NJ,7020,D3,Digital,0,,,
,,,37,40.849669,-73.974953,1565 Center Ave,Fort Lee,NJ,7024,D1,Digital,190,,,
,,,37,40.849669,-73.974953,1565 Center Ave,Fort Lee,NJ,7024,D2,Digital,300,,,
,,,37,40.849669,-73.974953,1565 Center Ave,Fort Lee,NJ,7024,D3,Digital,20,,,
,,,41,40.851798,-74.073632,74 Route 17 North,Hasbrouck Heights,NJ,7604,D1,Digital,110,,,
22,1,JCY1,41,40.851798,-74.073632,74 Route 17 North,Hasbrouck Heights,NJ,7604,D1,Digital,110,,,
,,,41,40.851798,-74.073632,74 Route 17 North,Hasbrouck Heights,NJ,7604,D2,Digital,230,,,
22,1,JCY1,41,40.851798,-74.073632,74 Route 17 North,Hasbrouck Heights,NJ,7604,D2,Digital,220,,,
22,1,JCY1,41,40.851798,-74.073632,74 Route 17 North,Hasbrouck Heights,NJ,7604,D2,Digital,230,,,
,,,41,40.851798,-74.073632,74 Route 17 North,Hasbrouck Heights,NJ,7604,D3,Digital,10,,,
22,1,JCY1,41,40.851798,-74.073632,74 Route 17 North,Hasbrouck Heights,NJ,7604,D3,Digital,10,,,
,,,44,40.923861,-73.996678,1 East Clinton aka 117 South Washington Ave,Bergenfield,NJ,7621,D1,Digital,160,,,
,,,44,40.923861,-73.996678,1 East Clinton aka 117 South Washington Ave,Bergenfield,NJ,7621,D2,Digital,240,,,
,,,44,40.923861,-73.996678,1 East Clinton aka 117 South Washington Ave,Bergenfield,NJ,7621,D3,Digital,0,,,
,,,50,40.833258,-74.019053,Victoria Terrace,Ridgefield,NJ,7657,D1,Digital,60,,,
,,,50,40.833258,-74.019053,Victoria Terrace,Ridgefield,NJ,7657,D2,Digital,150,,,
,,,50,40.833258,-74.019053,Victoria Terrace,Ridgefield,NJ,7657,D3,Digital,290,,,
,,,52,40.951056,-74.069139,461 From Road,Paramus,NJ,7652,D1,Digital,60,,,
22,1,JCY1,52,40.951056,-74.069139,461 From Road,Paramus,NJ,7652,D1,Digital,60,,,
,,,52,40.950972,-74.069083,461 From Road,Paramus,NJ,7652,D2,Digital,180,,,
22,1,JCY1,52,40.950972,-74.069083,461 From Road,Paramus,NJ,7652,D2,Digital,180,,,
,,,52,40.951611,-74.070194,461 From Road,Paramus,NJ,7652,D3,Digital,280,,,
22,1,JCY1,52,40.951611,-74.070194,461 From Road,Paramus,NJ,7652,D3,Digital,280,,,
22,1,JCY1,52,40.941497,-74.072261,305 Route 17 South Suite 205,Paramus,NJ,7652,R0,Digital,180,,,
,,,57,40.935481,-74.051814,275-277 Forest Ave,Paramus,NJ,7652,D2,Digital,200,,,
22,1,JCY1,57,40.935481,-74.051814,275-277 Forest Ave,Paramus,NJ,7652,D2,Digital,200,,,
,,,57,40.935481,-74.051814,275-277 Forest Ave,Paramus,NJ,7652,D3,Digital,20,,,
22,1,JCY1,57,40.935481,-74.051814,275-277 Forest Ave,Paramus,NJ,7652,D3,Digital,20,,,
,,,64,40.903234,-74.071723,168 Route 17 North,Rochelle Park,NJ,7662,D1,Digital,80,,,
22,1,JCY1,64,40.903234,-74.071723,168 Route 17 North,Rochelle Park,NJ,7662,D1,Digital,80,,,
,,,64,40.903234,-74.071723,168 Route 17 North,Rochelle Park,NJ,7662,D2,Digital,230,,,
22,1,JCY1,64,40.903234,-74.071723,168 Route 17 North,Rochelle Park,NJ,7662,D2,Digital,230,,,
,,,64,40.903234,-74.071723,168 Route 17 North,Rochelle Park,NJ,7662,D3,Digital,350,,,
22,1,JCY1,64,40.903234,-74.071723,168 Route 17 North,Rochelle Park,NJ,7662,D3,Digital,350,,,
,,,73,40.994431,-73.952248,480 broadway,Norwood,NJ,7648,D1,Digital,150,,,
,,,73,40.994431,-73.952248,480 broadway,Norwood,NJ,7648,D1,Digital,120,,,
22,1,JCY1,73,40.994431,-73.952248,480 broadway,Norwood,NJ,7648,D1,Digital,120,,,
22,1,JCY1,73,40.994431,-73.952248,480 broadway,Norwood,NJ,7648,D1,Digital,150,,,
,,,73,40.994431,-73.952248,480 broadway,Norwood,NJ,7648,D2,Digital,285,,,
,,,73,40.994431,-73.952248,480 broadway,Norwood,NJ,7648,D2,Digital,240,,,
22,1,JCY1,73,40.994431,-73.952248,480 broadway,Norwood,NJ,7648,D2,Digital,240,,,
22,1,JCY1,73,40.994431,-73.952248,480 broadway,Norwood,NJ,7648,D2,Digital,285,,,
,,,73,40.994431,-73.952248,480 broadway,Norwood,NJ,7648,D3,Digital,15,,,
22,1,JCY1,73,40.994431,-73.952248,480 broadway,Norwood,NJ,7648,D3,Digital,15,,,
,,,73,40.994431,-73.952472,480 broadway,Norwood,NJ,7648,S1,Digital,150,,,
,,,73,40.994431,-73.952472,480 broadway,Norwood,NJ,7648,S2,Digital,285,,,
,,,81,40.848989,-74.113058,211 Paterson Ave,Wallington,NJ,7057,D1,Digital,125,,,
22,1,JCY1,81,40.848989,-74.113058,211 Paterson Ave,Wallington,NJ,7057,D1,Digital,125,,,
,,,81,40.848989,-74.113058,211 Paterson Ave,Wallington,NJ,7057,D2,Digital,240,,,
22,1,JCY1,81,40.848989,-74.113058,211 Paterson Ave,Wallington,NJ,7057,D2,Digital,270,,,
22,1,JCY1,81,40.848989,-74.113058,211 Paterson Ave,Wallington,NJ,7057,D2,Digital,240,,,
,,,81,40.848989,-74.113058,211 Paterson Ave,Wallington,NJ,7057,D3,Digital,350,,,
,,,81,40.848989,-74.113058,211 Paterson Ave,Wallington,NJ,7057,D3,Digital,20,,,
22,1,JCY1,81,40.848989,-74.113058,211 Paterson Ave,Wallington,NJ,7057,D3,Digital,20,,,
22,1,JCY1,81,40.848989,-74.113058,211 Paterson Ave,Wallington,NJ,7057,D3,Digital,350,,,
,,,82,40.94888,-73.96239,17 South Street,Cresskill,NJ,7626,D1,Digital,100,,,
,,,82,40.94888,-73.96239,17 South Street,Cresskill,NJ,7626,D1,Digital,110,,,
22,1,JCY1,82,40.94888,-73.96239,17 South Street,Cresskill,NJ,7626,D1,Digital,110,,,
,,,82,40.94888,-73.96239,17 South Street,Cresskill,NJ,7626,D2,Digital,200,,,
22,1,JCY1,82,40.94888,-73.96239,17 South Street,Cresskill,NJ,7626,D2,Digital,200,,,
,,,82,40.94888,-73.96239,17 South Street,Cresskill,NJ,7626,D3,Digital,10,,,
22,1,JCY1,82,40.94888,-73.96239,17 South Street,Cresskill,NJ,7626,D3,Digital,10,,,
,,,82,40.947876,-73.964028,17 South Street,Cresskill,NJ,7626,S1,Digital,100,,,
,,,83,40.942028,-73.976628,300 Knickerbocker Rd,Cresskill,NJ,7626,D1,Digital,180,,,
22,1,JCY1,83,40.942028,-73.976628,300 Knickerbocker Rd,Cresskill,NJ,7626,D1,Digital,180,,,
,,,83,40.942028,-73.976628,300 Knickerbocker Rd,Cresskill,NJ,7626,D2,Digital,275,,,
22,1,JCY1,83,40.942028,-73.976628,300 Knickerbocker Rd,Cresskill,NJ,7626,D2,Digital,275,,,
,,,83,40.942028,-73.976628,300 Knickerbocker Rd,Cresskill,NJ,7626,D3,Digital,5,,,
22,1,JCY1,83,40.942028,-73.976628,300 Knickerbocker Rd,Cresskill,NJ,7626,D3,Digital,3,,,
22,1,JCY1,83,40.942028,-73.976628,300 Knickerbocker Rd,Cresskill,NJ,7626,D3,Digital,5,,,
,,,84,41.010764,-73.936417,6 volvo Drive,Rockleigh,NJ,7647,D1,Digital,0,,,
,,,84,41.010764,-73.936417,6 volvo Drive,Rockleigh,NJ,7647,D2,Digital,0,,,
,,,86,40.897849,-74.124631,721 River Drive,Elmwood Park,NJ,7407,D1,Digital,110,,,
,,,86,40.897849,-74.124631,721 River Drive,Elmwood Park,NJ,7407,D1,Digital,100,,,
22,1,JCY1,86,40.897849,-74.124631,721 River Drive,Elmwood Park,NJ,7407,D1,Digital,100,,,
22,1,JCY1,86,40.897849,-74.124631,721 River Drive,Elmwood Park,NJ,7407,D1,Digital,110,,,
,,,86,40.897849,-74.124631,721 River Drive,Elmwood Park,NJ,7407,D2,Digital,290,,,
22,1,JCY1,86,40.897849,-74.124631,721 River Drive,Elmwood Park,NJ,7407,D2,Digital,290,,,
,,,86,40.897849,-74.124631,721 River Drive,Elmwood Park,NJ,7407,D3,Digital,20,,,
22,1,JCY1,86,40.897849,-74.124631,721 River Drive,Elmwood Park,NJ,7407,D3,Digital,20,,,
22,1,JCY1,91,40.918408,-74.076361,1 Garden State Plaza,Paramus,NJ,7652,D1,Digital,0,,,
,,,97,40.842017,-74.103087,513 Paterson Ave,Wallington,NJ,7057,D1,Digital,130,,,
22,1,JCY1,97,40.842017,-74.103087,513 Paterson Ave,Wallington,NJ,7057,D1,Digital,140,,,
22,1,JCY1,97,40.842017,-74.103087,513 Paterson Ave,Wallington,NJ,7057,D1,Digital,130,,,
,,,97,40.842017,-74.103087,513 Paterson Ave,Wallington,NJ,7057,D2,Digital,250,,,
22,1,JCY1,97,40.842017,-74.103087,513 Paterson Ave,Wallington,NJ,7057,D2,Digital,260,,,
22,1,JCY1,97,40.842017,-74.103087,513 Paterson Ave,Wallington,NJ,7057,D2,Digital,250,,,
,,,97,40.842017,-74.103087,513 Paterson Ave,Wallington,NJ,7057,D3,Digital,20,,,
22,1,JCY1,97,40.842017,-74.103087,513 Paterson Ave,Wallington,NJ,7057,D3,Digital,20,,,
,,,100,40.944889,-73.994972,2A Sunset St,Dumont,NJ,7628,D1,Digital,75,,,
22,1,JCY1,100,40.944889,-73.994972,2A Sunset St,Dumont,NJ,7628,D1,Digital,75,,,
,,,100,40.944889,-73.994972,2A Sunset St,Dumont,NJ,7628,D2,Digital,170,,,
22,1,JCY1,100,40.944889,-73.994972,2A Sunset St,Dumont,NJ,7628,D2,Digital,170,,,
,,,100,40.944889,-73.994972,2A Sunset St,Dumont,NJ,7628,D3,Digital,310,,,
22,1,JCY1,100,40.944889,-73.994972,2A Sunset St,Dumont,NJ,7628,D3,Digital,310,,,
,,,100,40.944889,-73.994972,2A Sunset St,Dumont,NJ,7628,S1,Digital,75,,,
,,,100,40.944889,-73.994972,2A Sunset St,Dumont,NJ,7628,S3,Digital,310,,,
,,,102,40.970553,-74.129319,473 Doremus Ave,Glen Rock,NJ,7452,D1,Digital,80,,,
22,1,JCY1,102,40.970553,-74.129319,473 Doremus Ave,Glen Rock,NJ,7452,D1,Digital,80,,,
,,,102,40.970553,-74.129319,473 Doremus Ave,Glen Rock,NJ,7452,D2,Digital,180,,,
22,1,JCY1,102,40.970553,-74.129319,473 Doremus Ave,Glen Rock,NJ,7452,D2,Digital,180,,,
