Market SID,Switch Number,Switch Name,Cell Number,E-911 Latitude Degrees (NAD83),E-911 Longitude Degrees (NAD83),Street Address,City,State,Zip Code,Sector,Technology,Azimuth (deg),,,
,,,10,41.105556,-74.058611,150 Liberty Parkway,Spring Valley,NY,10977,D1,Digital,107,,,
22,2,WNYK,10,41.105556,-74.058611,150 Liberty Parkway,Spring Valley,NY,10977,D1,Digital,107,,,
,,,10,41.105556,-74.058611,150 Liberty Parkway,Spring Valley,NY,10977,D2,Digital,235,,,
22,2,WNYK,10,41.105556,-74.058611,150 Liberty Parkway,Spring Valley,NY,10977,D2,Digital,235,,,
,,,10,41.105556,-74.058611,150 Liberty Parkway,Spring Valley,NY,10977,D3,Digital,0,,,
22,2,WNYK,10,41.105556,-74.058611,150 Liberty Parkway,Spring Valley,NY,10977,D3,Digital,0,,,
,,,11,41.2408,-73.931306,138 Albany Post Road,Montrose,NY,10548,D1,Digital,145,,,
22,2,WNYK,11,41.2408,-73.931306,138 Albany Post Road,Montrose,NY,10548,D1,Digital,145,,,
,,,11,41.2408,-73.931306,138 Albany Post Road,Montrose,NY,10548,D2,Digital,255,,,
22,2,WNYK,11,41.2408,-73.931306,138 Albany Post Road,Montrose,NY,10548,D2,Digital,255,,,
,,,11,41.2408,-73.931306,138 Albany Post Road,Montrose,NY,10548,D3,Digital,55,,,
22,2,WNYK,11,41.2408,-73.931306,138 Albany Post Road,Montrose,NY,10548,D3,Digital,55,,,
,,,12,41.108707,-74.039585,5 DUTCH LANE,SPRING VALLEY,NY,10977,D1,Digital,102,,,
22,2,WNYK,12,41.108707,-74.039585,5 DUTCH LANE,SPRING VALLEY,NY,10977,D1,Digital,102,,,
,,,12,41.108707,-74.039585,5 DUTCH LANE,SPRING VALLEY,NY,10977,D2,Digital,222,,,
22,2,WNYK,12,41.108707,-74.039585,5 DUTCH LANE,SPRING VALLEY,NY,10977,D2,Digital,222,,,
,,,12,41.108707,-74.039585,5 DUTCH LANE,SPRING VALLEY,NY,10977,D3,Digital,342,,,
22,2,WNYK,12,41.108707,-74.039585,5 DUTCH LANE,SPRING VALLEY,NY,10977,D3,Digital,342,,,
,,,14,41.024542,-73.769577,185 MAPLE AVE,WHITE PLAINS,NY,10601,D1,Digital,102,,,
22,2,WNYK,14,41.024542,-73.769577,185 MAPLE AVE,WHITE PLAINS,NY,10601,D1,Digital,102,,,
,,,14,41.024542,-73.769577,185 MAPLE AVE,WHITE PLAINS,NY,10601,D2,Digital,222,,,
22,2,WNYK,14,41.024542,-73.769577,185 MAPLE AVE,WHITE PLAINS,NY,10601,D2,Digital,222,,,
,,,14,41.024542,-73.769577,185 MAPLE AVE,WHITE PLAINS,NY,10601,D3,Digital,342,,,
22,2,WNYK,14,41.024542,-73.769577,185 MAPLE AVE,WHITE PLAINS,NY,10601,D3,Digital,342,,,
,,,15,41.386944,-73.551389, 3925 Danbury Road,Brewster,NY,10509,D1,Digital,70,,,
22,2,WNYK,15,41.386944,-73.551389, 3925 Danbury Road,Brewster,NY,10509,D1,Digital,70,,,
,,,15,41.386944,-73.551389, 3925 Danbury Road,Brewster,NY,10509,D2,Digital,240,,,
22,2,WNYK,15,41.386944,-73.551389, 3925 Danbury Road,Brewster,NY,10509,D2,Digital,240,,,
,,,15,41.386944,-73.551389, 3925 Danbury Road,Brewster,NY,10509,D3,Digital,335,,,
22,2,WNYK,15,41.386944,-73.551389, 3925 Danbury Road,Brewster,NY,10509,D3,Digital,335,,,
,,,18,41.500383,-73.622928,801 Route 311,Patterson,NY,12563,D1,Digital,48,,,
22,2,WNYK,18,41.500383,-73.622928,801 Route 311,Patterson,NY,12563,D1,Digital,48,,,
,,,18,41.500383,-73.622928,801 Route 311,Patterson,NY,12563,D2,Digital,202,,,
22,2,WNYK,18,41.500383,-73.622928,801 Route 311,Patterson,NY,12563,D2,Digital,202,,,
,,,18,41.500383,-73.622928,801 Route 311,Patterson,NY,12563,D3,Digital,323,,,
22,2,WNYK,18,41.500383,-73.622928,801 Route 311,Patterson,NY,12563,D3,Digital,323,,,
,,,19,41.18835,-73.881583,1 Gateway Plaza,Croton on Hudson,NY,10520,D1,Digital,50,,,
22,2,WNYK,19,41.18835,-73.881583,1 Gateway Plaza,Croton on Hudson,NY,10520,D1,Digital,50,,,
,,,19,41.18835,-73.881583,1 Gateway Plaza,Croton on Hudson,NY,10520,D2,Digital,155,,,
22,2,WNYK,19,41.18835,-73.881583,1 Gateway Plaza,Croton on Hudson,NY,10520,D2,Digital,155,,,
,,,19,41.18835,-73.881583,1 Gateway Plaza,Croton on Hudson,NY,10520,D3,Digital,340,,,
22,2,WNYK,19,41.18835,-73.881583,1 Gateway Plaza,Croton on Hudson,NY,10520,D3,Digital,340,,,
,,,20,41.227039,-73.992363,79 Route 210,Stony Point,NY,10980,D1,Digital,102,,,
22,2,WNYK,20,41.227039,-73.992363,79 Route 210,Stony Point,NY,10980,D1,Digital,102,,,
,,,20,41.227039,-73.992363,79 Route 210,Stony Point,NY,10980,D2,Digital,222,,,
22,2,WNYK,20,41.227039,-73.992363,79 Route 210,Stony Point,NY,10980,D2,Digital,222,,,
,,,20,41.227039,-73.992363,79 Route 210,Stony Point,NY,10980,D3,Digital,342,,,
22,2,WNYK,20,41.227039,-73.992363,79 Route 210,Stony Point,NY,10980,D3,Digital,342,,,
22,2,WNYK,21,41.033333,-73.7675,221 Main Street,White Plains,NY,10601,D1,Digital,0,,,
,,,22,41.163583,-73.813306,121 Claybird Lane,"Mount Pleasant, NY 10595",NY,10595,D1,Digital,182,,,
22,2,WNYK,22,41.163583,-73.813306,121 Claybird Lane,"Mount Pleasant, NY 10595",NY,10595,D1,Digital,182,,,
,,,22,41.163583,-73.813306,121 Claybird Lane,"Mount Pleasant, NY 10595",NY,10595,D2,Digital,275,,,
22,2,WNYK,22,41.163583,-73.813306,121 Claybird Lane,"Mount Pleasant, NY 10595",NY,10595,D2,Digital,275,,,
,,,22,41.163583,-73.813306,121 Claybird Lane,"Mount Pleasant, NY 10595",NY,10595,D3,Digital,10,,,
22,2,WNYK,22,41.163583,-73.813306,121 Claybird Lane,"Mount Pleasant, NY 10595",NY,10595,D3,Digital,10,,,
,,,23,41.049097,-73.974306,140 Old Orangeburg Rd.,Pearl River,NY,10965,D1,Digital,102,,,
22,2,WNYK,23,41.049097,-73.974306,140 Old Orangeburg Rd.,Pearl River,NY,10965,D1,Digital,102,,,
,,,23,41.049097,-73.974306,140 Old Orangeburg Rd.,Pearl River,NY,10965,D2,Digital,222,,,
22,2,WNYK,23,41.049097,-73.974306,140 Old Orangeburg Rd.,Pearl River,NY,10965,D2,Digital,222,,,
,,,23,41.049097,-73.974306,140 Old Orangeburg Rd.,Pearl River,NY,10965,D3,Digital,342,,,
22,2,WNYK,23,41.049097,-73.974306,140 Old Orangeburg Rd.,Pearl River,NY,10965,D3,Digital,342,,,
,,,24,41.313447,-73.895056,1033 OREGON ROAD,COURTLANDT MANOR,NY,10567,D1,Digital,190,,,
22,2,WNYK,24,41.313447,-73.895056,1033 OREGON ROAD,COURTLANDT MANOR,NY,10567,D1,Digital,190,,,
,,,24,41.313447,-73.895056,1033 OREGON ROAD,COURTLANDT MANOR,NY,10567,D2,Digital,260,,,
22,2,WNYK,24,41.313447,-73.895056,1033 OREGON ROAD,COURTLANDT MANOR,NY,10567,D2,Digital,260,,,
,,,24,41.313447,-73.895056,1033 OREGON ROAD,COURTLANDT MANOR,NY,10567,D3,Digital,13,,,
22,2,WNYK,24,41.313447,-73.895056,1033 OREGON ROAD,COURTLANDT MANOR,NY,10567,D3,Digital,13,,,
,,,25,41.101508,-73.770939,121 Lozza Drive,Valhalla,NY,10595,D1,Digital,102,,,
22,2,WNYK,25,41.101508,-73.770939,121 Lozza Drive,Valhalla,NY,10595,D1,Digital,102,,,
,,,25,41.101508,-73.770939,121 Lozza Drive,Valhalla,NY,10595,D2,Digital,222,,,
22,2,WNYK,25,41.101508,-73.770939,121 Lozza Drive,Valhalla,NY,10595,D2,Digital,222,,,
,,,25,41.101508,-73.770939,121 Lozza Drive,Valhalla,NY,10595,D3,Digital,342,,,
22,2,WNYK,25,41.101508,-73.770939,121 Lozza Drive,Valhalla,NY,10595,D3,Digital,342,,,
,,,26,41.076508,-73.918931,1-4 Salisbury Point,Nyack,NY,10960,D1,Digital,102,,,
22,2,WNYK,26,41.076508,-73.918931,1-4 Salisbury Point,Nyack,NY,10960,D1,Digital,102,,,
,,,26,41.076508,-73.918931,1-4 Salisbury Point,Nyack,NY,10960,D2,Digital,190,,,
22,2,WNYK,26,41.076508,-73.918931,1-4 Salisbury Point,Nyack,NY,10960,D2,Digital,190,,,
,,,26,41.076508,-73.918931,1-4 Salisbury Point,Nyack,NY,10960,D3,Digital,330,,,
22,2,WNYK,26,41.076508,-73.918931,1-4 Salisbury Point,Nyack,NY,10960,D3,Digital,330,,,
,,,27,40.975833,-73.756944,"Hutchinson River Parkway, Exit 22",Scarsdale,NY,10583,D1,Digital,90,,,
22,2,WNYK,27,40.975833,-73.756944,"Hutchinson River Parkway, Exit 22",Scarsdale,NY,10583,D1,Digital,90,,,
,,,27,40.975833,-73.756944,"Hutchinson River Parkway, Exit 22",Scarsdale,NY,10583,D2,Digital,230,,,
22,2,WNYK,27,40.975833,-73.756944,"Hutchinson River Parkway, Exit 22",Scarsdale,NY,10583,D2,Digital,230,,,
,,,27,40.975833,-73.756944,"Hutchinson River Parkway, Exit 22",Scarsdale,NY,10583,D3,Digital,320,,,
22,2,WNYK,27,40.975833,-73.756944,"Hutchinson River Parkway, Exit 22",Scarsdale,NY,10583,D3,Digital,320,,,
,,,28,40.995098,-73.855134,444_ARDSLEY_PARK,ARDSLEY,NY,10502,D1,Digital,102,,,
22,2,WNYK,28,40.995098,-73.855134,444_ARDSLEY_PARK,ARDSLEY,NY,10502,D1,Digital,102,,,
,,,28,40.995098,-73.855134,444_ARDSLEY_PARK,ARDSLEY,NY,10502,D2,Digital,222,,,
22,2,WNYK,28,40.995098,-73.855134,444_ARDSLEY_PARK,ARDSLEY,NY,10502,D2,Digital,222,,,
,,,28,40.995098,-73.855134,444_ARDSLEY_PARK,ARDSLEY,NY,10502,D3,Digital,342,,,
22,2,WNYK,28,40.995098,-73.855134,444_ARDSLEY_PARK,ARDSLEY,NY,10502,D3,Digital,342,,,
,,,29,41.085431,-73.859081,28 Beekman Avenue,Sleepy Hollow,NY,10591,D1,Digital,80,,,
22,2,WNYK,29,41.085431,-73.859081,28 Beekman Avenue,Sleepy Hollow,NY,10591,D1,Digital,80,,,
,,,29,41.085236,-73.856886,28 Beekman Avenue,Sleepy Hollow,NY,10591,D2,Digital,180,,,
22,2,WNYK,29,41.085236,-73.856886,28 Beekman Avenue,Sleepy Hollow,NY,10591,D2,Digital,180,,,
,,,29,41.085431,-73.859081,28 Beekman Avenue,Sleepy Hollow,NY,10591,D3,Digital,0,,,
22,2,WNYK,29,41.085431,-73.859081,28 Beekman Avenue,Sleepy Hollow,NY,10591,D3,Digital,0,,,
22,2,WNYK,30,41.11295,-74.092639,5 Olympia Lane,Monsey,NY,10952,D1,Digital,110,,,
22,2,WNYK,30,41.11295,-74.092639,5 Olympia Lane,Monsey,NY,10952,D2,Digital,214,,,
22,2,WNYK,30,41.11295,-74.092639,5 Olympia Lane,Monsey,NY,10952,D3,Digital,24,,,
,,,31,41.111561,-74.135208,255 Layfayette Ave,Suffern,NY,10901,D1,Digital,165,,,
22,2,WNYK,31,41.111561,-74.135208,255 Layfayette Ave,Suffern,NY,10901,D1,Digital,165,,,
,,,31,41.111561,-74.135208,255 Layfayette Ave,Suffern,NY,10901,D2,Digital,295,,,
22,2,WNYK,31,41.111561,-74.135208,255 Layfayette Ave,Suffern,NY,10901,D2,Digital,295,,,
,,,31,41.111561,-74.135208,255 Layfayette Ave,Suffern,NY,10901,D3,Digital,8,,,
22,2,WNYK,31,41.111561,-74.135208,255 Layfayette Ave,Suffern,NY,10901,D3,Digital,8,,,
,,,32,41.129489,-74.042014,299 main street,Spring Valley,NY,10977,D1,Digital,125,,,
22,2,WNYK,32,41.129489,-74.042014,299 main street,Spring Valley,NY,10977,D1,Digital,125,,,
,,,32,41.129489,-74.042014,299 main street,Spring Valley,NY,10977,D2,Digital,230,,,
22,2,WNYK,32,41.129489,-74.042014,299 main street,Spring Valley,NY,10977,D2,Digital,230,,,
,,,32,41.129489,-74.042014,299 main street,Spring Valley,NY,10977,D3,Digital,305,,,
22,2,WNYK,32,41.129489,-74.042014,299 main street,Spring Valley,NY,10977,D3,Digital,305,,,
,,,35,40.968028,-73.714694,244 Halstead Ave,Harrison,NY,10528,D1,Digital,25,,,
22,2,WNYK,35,40.968028,-73.714694,244 Halstead Ave,Harrison,NY,10528,D1,Digital,25,,,
,,,35,40.968028,-73.714694,244 Halstead Ave,Harrison,NY,10528,D2,Digital,140,,,
22,2,WNYK,35,40.968028,-73.714694,244 Halstead Ave,Harrison,NY,10528,D2,Digital,140,,,
,,,35,40.968028,-73.714694,244 Halstead Ave,Harrison,NY,10528,D3,Digital,290,,,
22,2,WNYK,35,40.968028,-73.714694,244 Halstead Ave,Harrison,NY,10528,D3,Digital,290,,,
,,,36,41.152083,-73.859633,355 Scarborough Rd,Ossining,NY,10562,D1,Digital,60,,,
22,2,WNYK,36,41.152083,-73.859633,355 Scarborough Rd,Ossining,NY,10562,D1,Digital,60,,,
,,,36,41.152083,-73.859633,355 Scarborough Rd,Ossining,NY,10562,D2,Digital,180,,,
22,2,WNYK,36,41.152083,-73.859633,355 Scarborough Rd,Ossining,NY,10562,D2,Digital,180,,,
,,,36,41.152083,-73.859633,355 Scarborough Rd,Ossining,NY,10562,D3,Digital,320,,,
22,2,WNYK,36,41.152083,-73.859633,355 Scarborough Rd,Ossining,NY,10562,D3,Digital,320,,,
,,,42,40.942992,-73.821283,171 White Plains Road,Bronxville,NY,10708,D1,Digital,90,,,
22,2,WNYK,42,40.942992,-73.821283,171 White Plains Road,Bronxville,NY,10708,D1,Digital,90,,,
,,,42,40.942992,-73.821283,171 White Plains Road,Bronxville,NY,10708,D2,Digital,180,,,
22,2,WNYK,42,40.942992,-73.821283,171 White Plains Road,Bronxville,NY,10708,D2,Digital,180,,,
,,,42,40.942992,-73.821283,171 White Plains Road,Bronxville,NY,10708,D3,Digital,280,,,
22,2,WNYK,42,40.942992,-73.821283,171 White Plains Road,Bronxville,NY,10708,D3,Digital,300,,,
,,,46,41.129611,-73.769694,1075 Broadway,Pleasantville,NY,10570,D1,Digital,90,,,
22,2,WNYK,46,41.129611,-73.769694,1075 Broadway,Pleasantville,NY,10570,D1,Digital,90,,,
,,,46,41.129611,-73.769694,1075 Broadway,Pleasantville,NY,10570,D2,Digital,200,,,
22,2,WNYK,46,41.129611,-73.769694,1075 Broadway,Pleasantville,NY,10570,D2,Digital,200,,,
,,,46,41.129611,-73.769694,1075 Broadway,Pleasantville,NY,10570,D3,Digital,342,,,
22,2,WNYK,46,41.129611,-73.769694,1075 Broadway,Pleasantville,NY,10570,D3,Digital,342,,,
,,,50,41.483283,-73.534883,25 Garland Road,Patterson,NY,12563,D1,Digital,350,,,
22,2,WNYK,50,41.483283,-73.534883,25 Garland Road,Patterson,NY,12563,D1,Digital,350,,,
,,,50,41.483283,-73.534883,25 Garland Road,Patterson,NY,12563,D2,Digital,210,,,
22,2,WNYK,50,41.483283,-73.534883,25 Garland Road,Patterson,NY,12563,D2,Digital,210,,,
,,,50,41.483283,-73.534883,25 Garland Road,Patterson,NY,12563,D3,Digital,280,,,
22,2,WNYK,50,41.483283,-73.534883,25 Garland Road,Patterson,NY,12563,D3,Digital,280,,,
,,,52,41.272717,-73.589128,1065 Route 35,Cross River,NY,10518,D1,Digital,56,,,
22,2,WNYK,52,41.272717,-73.589128,1065 Route 35,Cross River,NY,10518,D1,Digital,56,,,
,,,52,41.272717,-73.589128,1065 Route 35,Cross River,NY,10518,D2,Digital,215,,,
22,2,WNYK,52,41.272717,-73.589128,1065 Route 35,Cross River,NY,10518,D2,Digital,215,,,
,,,52,41.272717,-73.589128,1065 Route 35,Cross River,NY,10518,D3,Digital,344,,,
22,2,WNYK,52,41.272717,-73.589128,1065 Route 35,Cross River,NY,10518,D3,Digital,344,,,
,,,56,41.197832,-73.685941,I-684 & ROUTE 172,Mount Kisco,NY,10549,D1,Digital,20,,,
22,2,WNYK,56,41.197832,-73.685941,I-684 & ROUTE 172,Mount Kisco,NY,10549,D1,Digital,20,,,
,,,56,41.197832,-73.685941,I-684 & ROUTE 172,Mount Kisco,NY,10549,D2,Digital,120,,,
22,2,WNYK,56,41.197832,-73.685941,I-684 & ROUTE 172,Mount Kisco,NY,10549,D2,Digital,120,,,
,,,56,41.197832,-73.685941,I-684 & ROUTE 172,Mount Kisco,NY,10549,D3,Digital,290,,,
22,2,WNYK,56,41.197832,-73.685941,I-684 & ROUTE 172,Mount Kisco,NY,10549,D3,Digital,290,,,
,,,61,41.3724,-73.6134,Turk Hill Road & Deans Corner Road,Brewster,NY,10509,D1,Digital,102,,,
22,2,WNYK,61,41.3724,-73.6134,Turk Hill Road & Deans Corner Road,Brewster,NY,10509,D1,Digital,102,,,
,,,61,41.3724,-73.6134,Turk Hill Road & Deans Corner Road,Brewster,NY,10509,D2,Digital,222,,,
22,2,WNYK,61,41.3724,-73.6134,Turk Hill Road & Deans Corner Road,Brewster,NY,10509,D2,Digital,222,,,
,,,61,41.3724,-73.6134,Turk Hill Road & Deans Corner Road,Brewster,NY,10509,D3,Digital,342,,,
22,2,WNYK,61,41.3724,-73.6134,Turk Hill Road & Deans Corner Road,Brewster,NY,10509,D3,Digital,342,,,
,,,64,41.037513,-73.775021,70 Ferris Avenue,White Plains,NY,10606,D1,Digital,4,,,
22,2,WNYK,64,41.037513,-73.775021,70 Ferris Avenue,White Plains,NY,10606,D1,Digital,4,,,
,,,64,41.037513,-73.775021,70 Ferris Avenue,White Plains,NY,10606,D2,Digital,184,,,
22,2,WNYK,64,41.037513,-73.775021,70 Ferris Avenue,White Plains,NY,10606,D2,Digital,184,,,
,,,64,41.037513,-73.775021,70 Ferris Avenue,White Plains,NY,10606,D3,Digital,274,,,
22,2,WNYK,64,41.037513,-73.775021,70 Ferris Avenue,White Plains,NY,10606,D3,Digital,274,,,
22,2,WNYK,66,41.198644,-73.870483,24 Old Albany Post Road,Ossining,NY,10562,D1,Digital,0,,,
,,,69,40.988986,-73.707908,275 North Street,Rye,NY,10580,D1,Digital,100,,,
22,2,WNYK,69,40.988986,-73.707908,275 North Street,Rye,NY,10580,D1,Digital,100,,,
,,,69,40.988986,-73.707908,275 North Street,Rye,NY,10580,D2,Digital,180,,,
22,2,WNYK,69,40.988986,-73.707908,275 North Street,Rye,NY,10580,D2,Digital,180,,,
,,,69,40.988986,-73.707908,275 North Street,Rye,NY,10580,D3,Digital,260,,,
22,2,WNYK,69,40.988986,-73.707908,275 North Street,Rye,NY,10580,D3,Digital,260,,,
,,,72,41.294234,-73.819342,26-51 Strang Boulevard,Yorktown Heights,NY,10598,D1,Digital,130,,,
22,2,WNYK,72,41.294234,-73.819342,26-51 Strang Boulevard,Yorktown Heights,NY,10598,D1,Digital,130,,,
,,,72,41.294234,-73.819342,26-51 Strang Boulevard,Yorktown Heights,NY,10598,D2,Digital,250,,,
22,2,WNYK,72,41.294234,-73.819342,26-51 Strang Boulevard,Yorktown Heights,NY,10598,D2,Digital,250,,,
,,,72,41.294234,-73.819342,26-51 Strang Boulevard,Yorktown Heights,NY,10598,D3,Digital,10,,,
22,2,WNYK,72,41.294234,-73.819342,26-51 Strang Boulevard,Yorktown Heights,NY,10598,D3,Digital,10,,,
,,,73,41.056683,-73.8234,33  WEST MAIN STREET,ELMSFORD,NY,10523,D1,Digital,80,,,
22,2,WNYK,73,41.056683,-73.8234,33  WEST MAIN STREET,ELMSFORD,NY,10523,D1,Digital,80,,,
,,,73,41.056683,-73.8234,33  WEST MAIN STREET,ELMSFORD,NY,10523,D2,Digital,190,,,
22,2,WNYK,73,41.056683,-73.8234,33  WEST MAIN STREET,ELMSFORD,NY,10523,D2,Digital,190,,,
,,,73,41.056683,-73.8234,33  WEST MAIN STREET,ELMSFORD,NY,10523,D3,Digital,320,,,
22,2,WNYK,73,41.056683,-73.8234,33  WEST MAIN STREET,ELMSFORD,NY,10523,D3,Digital,320,,,
,,,75,40.9925,-73.766389,110 Secor Road,Scarsdale,NY,10583,D1,Digital,40,,,
22,2,WNYK,75,40.9925,-73.766389,110 Secor Road,Scarsdale,NY,10583,D1,Digital,40,,,
,,,75,40.9925,-73.766389,110 Secor Road,Scarsdale,NY,10583,D2,Digital,140,,,
22,2,WNYK,75,40.9925,-73.766389,110 Secor Road,Scarsdale,NY,10583,D2,Digital,140,,,
,,,75,40.9925,-73.766389,110 Secor Road,Scarsdale,NY,10583,D3,Digital,270,,,
22,2,WNYK,75,40.9925,-73.766389,110 Secor Road,Scarsdale,NY,10583,D3,Digital,270,,,
,,,78,41.480833,-73.650278,106 LUDINGTONVILLE ROAD,HOLMES,NY,12531,D1,Digital,164,,,
22,2,WNYK,78,41.480833,-73.650278,106 LUDINGTONVILLE ROAD,HOLMES,NY,12531,D1,Digital,164,,,
,,,78,41.480833,-73.650278,106 LUDINGTONVILLE ROAD,HOLMES,NY,12531,D2,Digital,241,,,
22,2,WNYK,78,41.480833,-73.650278,106 LUDINGTONVILLE ROAD,HOLMES,NY,12531,D2,Digital,241,,,
,,,78,41.480833,-73.650278,106 LUDINGTONVILLE ROAD,HOLMES,NY,12531,D3,Digital,321,,,
22,2,WNYK,78,41.480833,-73.650278,106 LUDINGTONVILLE ROAD,HOLMES,NY,12531,D3,Digital,321,,,
,,,81,41.020833,-73.916944,348 Rt 9W,Palisades,NY,10964,D1,Digital,160,,,
22,2,WNYK,81,41.020833,-73.916944,348 Rt 9W,Palisades,NY,10964,D1,Digital,160,,,
,,,81,41.020833,-73.916944,348 Rt 9W,Palisades,NY,10964,D2,Digital,290,,,
22,2,WNYK,81,41.020833,-73.916944,348 Rt 9W,Palisades,NY,10964,D2,Digital,290,,,
,,,81,41.020833,-73.916944,348 Rt 9W,Palisades,NY,10964,D3,Digital,340,,,
22,2,WNYK,81,41.020833,-73.916944,348 Rt 9W,Palisades,NY,10964,D3,Digital,340,,,
,,,85,41.307806,-73.871417,3105 East Main Street,Courtlandt Manor,NY,10567,D1,Digital,144,,,
22,2,WNYK,85,41.307806,-73.871417,3105 East Main Street,Courtlandt Manor,NY,10567,D1,Digital,144,,,
,,,85,41.307806,-73.871417,3105 East Main Street,Courtlandt Manor,NY,10567,D2,Digital,250,,,
22,2,WNYK,85,41.307806,-73.871417,3105 East Main Street,Courtlandt Manor,NY,10567,D2,Digital,250,,,
,,,85,41.307806,-73.871417,3105 East Main Street,Courtlandt Manor,NY,10567,D3,Digital,10,,,
22,2,WNYK,85,41.307806,-73.871417,3105 East Main Street,Courtlandt Manor,NY,10567,D3,Digital,10,,,
,,,87,41.3868,-73.8362,7 BARGER HILL RD,PUTNAM VALLEY,NY,10579,D1,Digital,102,,,
