Cell#,Cascade ID,Switch,NEID,Repoll#,Latitude,Longitude,BTS Manufacturer,Sector,Azimuth,CDR Status,,,,,,,,,,,,,,,
24,NY54XC387,NY-TETERBORO 2,84,504,40.722835,-74.310422,Lucent,3,330,Active,,,,,,,,,,,,,,,
25,NY03XC013,NY-TETERBORO 2,84,504,40.712778,-74.301667,Lucent,1,40,Active,,,,,,,,,,,,,,,
25,NY03XC013,NY-TETERBORO 2,84,504,40.712778,-74.301667,Lucent,2,180,Active,,,,,,,,,,,,,,,
25,NY03XC013,NY-TETERBORO 2,84,504,40.712778,-74.301667,Lucent,3,275,Active,,,,,,,,,,,,,,,
26,NY54XC443,NY-TETERBORO 2,84,504,40.701389,-74.288333,Lucent,1,0,Active,,,,,,,,,,,,,,,
26,NY54XC443,NY-TETERBORO 2,84,504,40.701389,-74.288333,Lucent,2,110,Active,,,,,,,,,,,,,,,
26,NY54XC443,NY-TETERBORO 2,84,504,40.701389,-74.288333,Lucent,3,265,Active,,,,,,,,,,,,,,,
27,NY23XC512,NY-TETERBORO 2,84,504,40.712008,-74.266991,Lucent,1,60,Active,,,,,,,,,,,,,,,
27,NY23XC512,NY-TETERBORO 2,84,504,40.712008,-74.266991,Lucent,2,155,Active,,,,,,,,,,,,,,,
27,NY23XC512,NY-TETERBORO 2,84,504,40.712008,-74.266991,Lucent,3,295,Active,,,,,,,,,,,,,,,
30,NY03XC001,NY-TETERBORO 2,84,504,40.686389,-74.193889,Lucent,1,60,Active,,,,,,,,,,,,,,,
30,NY03XC001,NY-TETERBORO 2,84,504,40.686389,-74.193889,Lucent,2,195,Active,,,,,,,,,,,,,,,
30,NY03XC001,NY-TETERBORO 2,84,504,40.686389,-74.193889,Lucent,3,305,Active,,,,,,,,,,,,,,,
31,NY62XC313,NY-TETERBORO 2,84,504,40.7048,-74.218424,Lucent,1,355,Active,,,,,,,,,,,,,,,
31,NY62XC313,NY-TETERBORO 2,84,504,40.7048,-74.218424,Lucent,2,125,Active,,,,,,,,,,,,,,,
31,NY62XC313,NY-TETERBORO 2,84,504,40.7048,-74.218424,Lucent,3,244,Active,,,,,,,,,,,,,,,
32,NY57XC110,NY-TETERBORO 2,84,504,40.706422,-74.206819,Lucent,1,35,Active,,,,,,,,,,,,,,,
32,NY57XC110,NY-TETERBORO 2,84,504,40.706422,-74.206819,Lucent,2,235,Active,,,,,,,,,,,,,,,
32,NY57XC110,NY-TETERBORO 2,84,504,40.706422,-74.206819,Lucent,3,315,Active,,,,,,,,,,,,,,,
33,NY73XC109,NY-TETERBORO 2,84,504,40.708639,-74.236305,Lucent,1,90,Active,,,,,,,,,,,,,,,
33,NY73XC109,NY-TETERBORO 2,84,504,40.708639,-74.236305,Lucent,2,210,Active,,,,,,,,,,,,,,,
33,NY73XC109,NY-TETERBORO 2,84,504,40.708639,-74.236305,Lucent,3,330,Active,,,,,,,,,,,,,,,
39,NY03XC126,NY-TETERBORO 2,84,504,40.705556,-74.240277,Lucent,1,330,Active,,,,,,,,,,,,,,,
39,NY03XC126,NY-TETERBORO 2,84,504,40.705556,-74.240277,Lucent,2,95,Active,,,,,,,,,,,,,,,
39,NY03XC126,NY-TETERBORO 2,84,504,40.705556,-74.240277,Lucent,3,245,Active,,,,,,,,,,,,,,,
40,NY73XC119,NY-TETERBORO 2,84,504,40.703333,-74.090833,Lucent,1,0,Active,,,,,,,,,,,,,,,
40,NY73XC119,NY-TETERBORO 2,84,504,40.703333,-74.090833,Lucent,2,120,Active,,,,,,,,,,,,,,,
40,NY73XC119,NY-TETERBORO 2,84,504,40.703333,-74.090833,Lucent,3,220,Active,,,,,,,,,,,,,,,
41,NY54XC417,NY-TETERBORO 2,84,504,40.715278,-74.222499,Lucent,1,85,Active,,,,,,,,,,,,,,,
41,NY54XC417,NY-TETERBORO 2,84,504,40.715278,-74.222499,Lucent,2,210,Active,,,,,,,,,,,,,,,
41,NY54XC417,NY-TETERBORO 2,84,504,40.715278,-74.222499,Lucent,3,320,Active,,,,,,,,,,,,,,,
42,NY73XC106,NY-TETERBORO 2,84,504,40.713889,-74.087138,Lucent,1,20,Active,,,,,,,,,,,,,,,
42,NY73XC106,NY-TETERBORO 2,84,504,40.713889,-74.087138,Lucent,2,130,Active,,,,,,,,,,,,,,,
42,NY73XC106,NY-TETERBORO 2,84,504,40.713889,-74.087138,Lucent,3,260,Active,,,,,,,,,,,,,,,
43,NY03XC018,NY-TETERBORO 2,84,504,40.601944,-74.260278,Lucent,1,30,Active,,,,,,,,,,,,,,,
43,NY03XC018,NY-TETERBORO 2,84,504,40.601944,-74.260278,Lucent,2,165,Active,,,,,,,,,,,,,,,
43,NY03XC018,NY-TETERBORO 2,84,504,40.601944,-74.260278,Lucent,3,280,Active,,,,,,,,,,,,,,,
44,NY62XC343,NY-TETERBORO 2,84,504,40.706642,-74.099133,Lucent,1,65,Active,,,,,,,,,,,,,,,
44,NY62XC343,NY-TETERBORO 2,84,504,40.706642,-74.099133,Lucent,2,172,Active,,,,,,,,,,,,,,,
44,NY62XC343,NY-TETERBORO 2,84,504,40.706642,-74.099133,Lucent,3,310,Active,,,,,,,,,,,,,,,
46,NY61XC015,NY-TETERBORO 2,84,504,40.68423,-74.097347,Lucent,1,15,Active,,,,,,,,,,,,,,,
46,NY61XC015,NY-TETERBORO 2,84,504,40.68423,-74.097347,Lucent,2,130,Active,,,,,,,,,,,,,,,
46,NY61XC015,NY-TETERBORO 2,84,504,40.68423,-74.097347,Lucent,3,240,Active,,,,,,,,,,,,,,,
47,NY61XC018,NY-TETERBORO 2,84,504,40.675313,-74.111661,Lucent,1,350,Active,,,,,,,,,,,,,,,
47,NY61XC018,NY-TETERBORO 2,84,504,40.675313,-74.111661,Lucent,2,110,Active,,,,,,,,,,,,,,,
47,NY61XC018,NY-TETERBORO 2,84,504,40.675313,-74.111661,Lucent,3,230,Active,,,,,,,,,,,,,,,
48,NY61XC019,NY-TETERBORO 2,84,504,40.659544,-74.121808,Lucent,1,20,Active,,,,,,,,,,,,,,,
48,NY61XC019,NY-TETERBORO 2,84,504,40.659544,-74.121808,Lucent,2,120,Active,,,,,,,,,,,,,,,
48,NY61XC019,NY-TETERBORO 2,84,504,40.659544,-74.121808,Lucent,3,240,Active,,,,,,,,,,,,,,,
50,NY03XC214,NY-TETERBORO 2,84,504,40.69,-74.105833,Lucent,1,40,Active,,,,,,,,,,,,,,,
50,NY03XC214,NY-TETERBORO 2,84,504,40.69,-74.105833,Lucent,2,185,Active,,,,,,,,,,,,,,,
50,NY03XC214,NY-TETERBORO 2,84,504,40.69,-74.105833,Lucent,3,325,Active,,,,,,,,,,,,,,,
51,NY05XC215,NY-TETERBORO 2,84,504,40.646666,-74.130277,Lucent,1,15,Active,,,,,,,,,,,,,,,
51,NY05XC215,NY-TETERBORO 2,84,504,40.646666,-74.130277,Lucent,2,135,Active,,,,,,,,,,,,,,,
51,NY05XC215,NY-TETERBORO 2,84,504,40.646666,-74.130277,Lucent,3,220,Active,,,,,,,,,,,,,,,
52,NY03XC185,NY-TETERBORO 2,84,504,40.764503,-74.070027,Lucent,1,8,Active,,,,,,,,,,,,,,,
52,NY03XC185,NY-TETERBORO 2,84,504,40.764503,-74.070027,Lucent,2,150,Active,,,,,,,,,,,,,,,
52,NY03XC185,NY-TETERBORO 2,84,504,40.764503,-74.070027,Lucent,3,250,Active,,,,,,,,,,,,,,,
53,NY03XC035,NY-TETERBORO 2,84,504,40.788733,-74.049444,Lucent,1,76,Active,,,,,,,,,,,,,,,
53,NY03XC035,NY-TETERBORO 2,84,504,40.788733,-74.049444,Lucent,2,175,Active,,,,,,,,,,,,,,,
53,NY03XC035,NY-TETERBORO 2,84,504,40.788733,-74.049444,Lucent,3,305,Active,,,,,,,,,,,,,,,
54,NY61XC024,NY-TETERBORO 2,84,504,40.77968,-74.082494,Lucent,1,70,Active,,,,,,,,,,,,,,,
54,NY61XC024,NY-TETERBORO 2,84,504,40.77968,-74.082494,Lucent,2,165,Active,,,,,,,,,,,,,,,
54,NY61XC024,NY-TETERBORO 2,84,504,40.77968,-74.082494,Lucent,3,280,Active,,,,,,,,,,,,,,,
55,NY70XC011,NY-TETERBORO 2,84,504,40.797569,-74.064033,Lucent,1,50,Active,,,,,,,,,,,,,,,
55,NY70XC011,NY-TETERBORO 2,84,504,40.797569,-74.064033,Lucent,2,160,Active,,,,,,,,,,,,,,,
55,NY70XC011,NY-TETERBORO 2,84,504,40.797569,-74.064033,Lucent,3,250,Active,,,,,,,,,,,,,,,
56,NY03XC187,NY-TETERBORO 2,84,504,40.770239,-74.025799,Lucent,1,0,Active,,,,,,,,,,,,,,,
56,NY03XC187,NY-TETERBORO 2,84,504,40.770239,-74.025799,Lucent,2,190,Active,,,,,,,,,,,,,,,
56,NY03XC187,NY-TETERBORO 2,84,504,40.770239,-74.025799,Lucent,3,245,Active,,,,,,,,,,,,,,,
58,NY03XC040,NY-TETERBORO 2,84,504,40.668452,-74.120655,Lucent,1,40,Active,,,,,,,,,,,,,,,
58,NY03XC040,NY-TETERBORO 2,84,504,40.668452,-74.120655,Lucent,2,140,Active,,,,,,,,,,,,,,,
58,NY03XC040,NY-TETERBORO 2,84,504,40.668452,-74.120655,Lucent,3,210,Active,,,,,,,,,,,,,,,
59,NY62XC346,NY-TETERBORO 2,84,504,40.764167,-74.054444,Lucent,1,300,Active,,,,,,,,,,,,,,,
59,NY62XC346,NY-TETERBORO 2,84,504,40.764167,-74.054444,Lucent,2,110,Active,,,,,,,,,,,,,,,
59,NY62XC346,NY-TETERBORO 2,84,504,40.764167,-74.054444,Lucent,3,165,Active,,,,,,,,,,,,,,,
60,NY03XC041,NY-TETERBORO 2,84,504,40.736666,-74.068055,Lucent,1,65,Active,,,,,,,,,,,,,,,
60,NY03XC041,NY-TETERBORO 2,84,504,40.736666,-74.068055,Lucent,2,195,Active,,,,,,,,,,,,,,,
60,NY03XC041,NY-TETERBORO 2,84,504,40.736666,-74.068055,Lucent,3,295,Active,,,,,,,,,,,,,,,
61,NY03XC190,NY-TETERBORO 2,84,504,40.742777,-74.046389,Lucent,1,30,Active,,,,,,,,,,,,,,,
61,NY03XC190,NY-TETERBORO 2,84,504,40.742777,-74.046389,Lucent,2,225,Active,,,,,,,,,,,,,,,
61,NY03XC190,NY-TETERBORO 2,84,504,40.742777,-74.046389,Lucent,3,320,Active,,,,,,,,,,,,,,,
62,NY03XC042,NY-TETERBORO 2,84,504,40.707917,-74.06575,Lucent,1,52,Active,,,,,,,,,,,,,,,
62,NY03XC042,NY-TETERBORO 2,84,504,40.707917,-74.06575,Lucent,2,195,Active,,,,,,,,,,,,,,,
62,NY03XC042,NY-TETERBORO 2,84,504,40.707917,-74.06575,Lucent,3,295,Active,,,,,,,,,,,,,,,
63,NY73XC123,NY-TETERBORO 2,84,504,40.710422,-74.075677,Lucent,1,25,Active,,,,,,,,,,,,,,,
63,NY73XC123,NY-TETERBORO 2,84,504,40.710422,-74.075677,Lucent,2,185,Active,,,,,,,,,,,,,,,
63,NY73XC123,NY-TETERBORO 2,84,504,40.710422,-74.075677,Lucent,3,270,Active,,,,,,,,,,,,,,,
64,NY23XC540,NY-TETERBORO 2,84,504,40.7475,-74.055833,Lucent,1,35,Active,,,,,,,,,,,,,,,
64,NY23XC540,NY-TETERBORO 2,84,504,40.7475,-74.055833,Lucent,2,120,Active,,,,,,,,,,,,,,,
64,NY23XC540,NY-TETERBORO 2,84,504,40.7475,-74.055833,Lucent,3,205,Active,,,,,,,,,,,,,,,
65,NY23XC541,NY-TETERBORO 2,84,504,40.725555,-74.07111,Lucent,1,30,Active,,,,,,,,,,,,,,,
65,NY23XC541,NY-TETERBORO 2,84,504,40.725555,-74.07111,Lucent,2,135,Active,,,,,,,,,,,,,,,
65,NY23XC541,NY-TETERBORO 2,84,504,40.725555,-74.07111,Lucent,3,240,Active,,,,,,,,,,,,,,,
66,NY23XC283,NY-TETERBORO 2,84,504,40.709444,-74.158056,Lucent,1,10,Active,,,,,,,,,,,,,,,
66,NY23XC283,NY-TETERBORO 2,84,504,40.709444,-74.158056,Lucent,2,120,Active,,,,,,,,,,,,,,,
66,NY23XC283,NY-TETERBORO 2,84,504,40.709444,-74.158056,Lucent,3,275,Active,,,,,,,,,,,,,,,
67,NY23XC282,NY-TETERBORO 2,84,504,40.718055,-74.077499,Lucent,1,35,Active,,,,,,,,,,,,,,,
67,NY23XC282,NY-TETERBORO 2,84,504,40.718055,-74.077499,Lucent,2,115,Active,,,,,,,,,,,,,,,
67,NY23XC282,NY-TETERBORO 2,84,504,40.718055,-74.077499,Lucent,3,195,Active,,,,,,,,,,,,,,,
68,NY70XC008,NY-TETERBORO 2,84,504,40.72186,-74.075512,Lucent,1,20,Active,,,,,,,,,,,,,,,
68,NY70XC008,NY-TETERBORO 2,84,504,40.72186,-74.075512,Lucent,2,110,Active,,,,,,,,,,,,,,,
68,NY70XC008,NY-TETERBORO 2,84,504,40.72186,-74.075512,Lucent,3,275,Active,,,,,,,,,,,,,,,
70,NY23XC289,NY-TETERBORO 2,84,504,40.658889,-74.186389,Lucent,1,30,Active,,,,,,,,,,,,,,,
70,NY23XC289,NY-TETERBORO 2,84,504,40.658889,-74.186389,Lucent,2,170,Active,,,,,,,,,,,,,,,
70,NY23XC289,NY-TETERBORO 2,84,504,40.658889,-74.186389,Lucent,3,260,Active,,,,,,,,,,,,,,,
71,NY23XC290,NY-TETERBORO 2,84,504,40.6475,-74.259444,Lucent,1,75,Active,,,,,,,,,,,,,,,
71,NY23XC290,NY-TETERBORO 2,84,504,40.6475,-74.259444,Lucent,2,180,Active,,,,,,,,,,,,,,,
71,NY23XC290,NY-TETERBORO 2,84,504,40.6475,-74.259444,Lucent,3,315,Active,,,,,,,,,,,,,,,
72,NY54XC421,NY-TETERBORO 2,84,504,40.731952,-74.064306,Lucent,1,40,Active,,,,,,,,,,,,,,,
72,NY54XC421,NY-TETERBORO 2,84,504,40.731952,-74.064306,Lucent,2,140,Active,,,,,,,,,,,,,,,
72,NY54XC421,NY-TETERBORO 2,84,504,40.731952,-74.064306,Lucent,3,220,Active,,,,,,,,,,,,,,,
74,NY61XC014,NY-TETERBORO 2,84,504,40.714331,-74.065939,Lucent,1,20,Active,,,,,,,,,,,,,,,
74,NY61XC014,NY-TETERBORO 2,84,504,40.714331,-74.065939,Lucent,2,120,Active,,,,,,,,,,,,,,,
74,NY61XC014,NY-TETERBORO 2,84,504,40.714331,-74.065939,Lucent,3,265,Active,,,,,,,,,,,,,,,
75,NY54XC136,NY-TETERBORO 2,84,504,40.701722,-74.082722,Lucent,1,30,Active,,,,,,,,,,,,,,,
75,NY54XC136,NY-TETERBORO 2,84,504,40.701722,-74.082722,Lucent,2,155,Active,,,,,,,,,,,,,,,
75,NY54XC136,NY-TETERBORO 2,84,504,40.701722,-74.082722,Lucent,3,265,Active,,,,,,,,,,,,,,,
76,NY73XC104,NY-TETERBORO 2,84,504,40.684667,-74.293444,Lucent,1,40,Active,,,,,,,,,,,,,,,
76,NY73XC104,NY-TETERBORO 2,84,504,40.684667,-74.293444,Lucent,2,160,Active,,,,,,,,,,,,,,,
76,NY73XC104,NY-TETERBORO 2,84,504,40.684667,-74.293444,Lucent,3,280,Active,,,,,,,,,,,,,,,
78,NY61XC109,NY-TETERBORO 2,84,504,40.657818,-74.303493,Lucent,1,350,Active,,,,,,,,,,,,,,,
78,NY61XC109,NY-TETERBORO 2,84,504,40.657818,-74.303493,Lucent,2,130,Active,,,,,,,,,,,,,,,
78,NY61XC109,NY-TETERBORO 2,84,504,40.657818,-74.303493,Lucent,3,220,Active,,,,,,,,,,,,,,,
79,NY03XC008,NY-TETERBORO 2,84,504,40.629999,-74.303056,Lucent,1,55,Active,,,,,,,,,,,,,,,
79,NY03XC008,NY-TETERBORO 2,84,504,40.629999,-74.303056,Lucent,2,180,Active,,,,,,,,,,,,,,,
79,NY03XC008,NY-TETERBORO 2,84,504,40.629999,-74.303056,Lucent,3,310,Active,,,,,,,,,,,,,,,
80,NY81XC201,NY-TETERBORO 2,84,504,40.65319,-74.32181,Lucent,1,0,Active,,,,,,,,,,,,,,,
80,NY81XC201,NY-TETERBORO 2,84,504,40.65319,-74.32181,Lucent,2,190,Active,,,,,,,,,,,,,,,
81,NY03XC005,NY-TETERBORO 2,84,504,40.573055,-74.219444,Lucent,1,345,Active,,,,,,,,,,,,,,,
81,NY03XC005,NY-TETERBORO 2,84,504,40.573055,-74.219444,Lucent,2,190,Active,,,,,,,,,,,,,,,
81,NY03XC005,NY-TETERBORO 2,84,504,40.573055,-74.219444,Lucent,3,275,Active,,,,,,,,,,,,,,,
82,NY03XC016,NY-TETERBORO 2,84,504,40.614167,-74.310833,Lucent,1,45,Active,,,,,,,,,,,,,,,
82,NY03XC016,NY-TETERBORO 2,84,504,40.614167,-74.310833,Lucent,2,180,Active,,,,,,,,,,,,,,,
82,NY03XC016,NY-TETERBORO 2,84,504,40.614167,-74.310833,Lucent,3,300,Active,,,,,,,,,,,,,,,
87,NY23XC543,NY-TETERBORO 2,84,504,40.625277,-74.148055,Lucent,1,50,Active,,,,,,,,,,,,,,,
87,NY23XC543,NY-TETERBORO 2,84,504,40.625277,-74.148055,Lucent,2,150,Active,,,,,,,,,,,,,,,
87,NY23XC543,NY-TETERBORO 2,84,504,40.625277,-74.148055,Lucent,3,290,Active,,,,,,,,,,,,,,,
109,NY62XC350,NY-TETERBORO 2,84,504,40.768683,-74.039847,Lucent,1,70,Active,,,,,,,,,,,,,,,
109,NY62XC350,NY-TETERBORO 2,84,504,40.768683,-74.039847,Lucent,2,130,Active,,,,,,,,,,,,,,,
109,NY62XC350,NY-TETERBORO 2,84,504,40.768683,-74.039847,Lucent,3,238,Active,,,,,,,,,,,,,,,
110,NY54XC438,NY-TETERBORO 2,84,504,40.760608,-74.034175,Lucent,1,25,Active,,,,,,,,,,,,,,,
110,NY54XC438,NY-TETERBORO 2,84,504,40.760608,-74.034175,Lucent,2,225,Active,,,,,,,,,,,,,,,
110,NY54XC438,NY-TETERBORO 2,84,504,40.760608,-74.034175,Lucent,3,320,Active,,,,,,,,,,,,,,,
111,NY23XC527,NY-TETERBORO 2,84,504,40.77611,-74.040555,Lucent,1,50,Active,,,,,,,,,,,,,,,
111,NY23XC527,NY-TETERBORO 2,84,504,40.77611,-74.040555,Lucent,2,165,Active,,,,,,,,,,,,,,,
111,NY23XC527,NY-TETERBORO 2,84,504,40.77611,-74.040555,Lucent,3,276,Active,,,,,,,,,,,,,,,
112,NY23XC249,NY-TETERBORO 2,84,504,40.693889,-74.261944,Lucent,1,110,Active,,,,,,,,,,,,,,,
112,NY23XC249,NY-TETERBORO 2,84,504,40.693889,-74.261944,Lucent,2,225,Active,,,,,,,,,,,,,,,
112,NY23XC249,NY-TETERBORO 2,84,504,40.693889,-74.261944,Lucent,3,300,Active,,,,,,,,,,,,,,,
113,NY33XC305,NY-TETERBORO 2,84,504,40.716666,-74.037777,Lucent,1,50,Active,,,,,,,,,,,,,,,
113,NY33XC305,NY-TETERBORO 2,84,504,40.716666,-74.037777,Lucent,2,185,Active,,,,,,,,,,,,,,,
113,NY33XC305,NY-TETERBORO 2,84,504,40.716666,-74.037777,Lucent,3,290,Active,,,,,,,,,,,,,,,
114,NY33XC306,NY-TETERBORO 2,84,504,40.743055,-74.035555,Lucent,1,25,Active,,,,,,,,,,,,,,,
114,NY33XC306,NY-TETERBORO 2,84,504,40.743055,-74.035555,Lucent,2,165,Active,,,,,,,,,,,,,,,
114,NY33XC306,NY-TETERBORO 2,84,504,40.743055,-74.035555,Lucent,3,275,Active,,,,,,,,,,,,,,,
115,NY33XC307,NY-TETERBORO 2,84,504,40.758447,-74.0438,Lucent,1,32,Active,,,,,,,,,,,,,,,
115,NY33XC307,NY-TETERBORO 2,84,504,40.758447,-74.0438,Lucent,2,125,Active,,,,,,,,,,,,,,,
115,NY33XC307,NY-TETERBORO 2,84,504,40.758447,-74.0438,Lucent,3,215,Active,,,,,,,,,,,,,,,
116,NY62XC340,NY-TETERBORO 2,84,504,40.750108,-74.046789,Lucent,1,95,Active,,,,,,,,,,,,,,,
116,NY62XC340,NY-TETERBORO 2,84,504,40.750108,-74.046789,Lucent,2,215,Active,,,,,,,,,,,,,,,
116,NY62XC340,NY-TETERBORO 2,84,504,40.750108,-74.046789,Lucent,3,315,Active,,,,,,,,,,,,,,,
117,NY54XC080,NY-TETERBORO 2,84,504,40.737902,-74.038675,Lucent,1,90,Active,,,,,,,,,,,,,,,
117,NY54XC080,NY-TETERBORO 2,84,504,40.737902,-74.038675,Lucent,2,210,Active,,,,,,,,,,,,,,,
117,NY54XC080,NY-TETERBORO 2,84,504,40.737902,-74.038675,Lucent,3,330,Active,,,,,,,,,,,,,,,
118,NY23XC506,NY-TETERBORO 2,84,504,40.751667,-74.029999,Lucent,1,345,Active,,,,,,,,,,,,,,,
118,NY23XC506,NY-TETERBORO 2,84,504,40.751667,-74.029999,Lucent,2,120,Active,,,,,,,,,,,,,,,
118,NY23XC506,NY-TETERBORO 2,84,504,40.751667,-74.029999,Lucent,3,222,Active,,,,,,,,,,,,,,,
119,NY23XC507,NY-TETERBORO 2,84,504,40.735833,-74.03111,Lucent,1,0,Active,,,,,,,,,,,,,,,
119,NY23XC507,NY-TETERBORO 2,84,504,40.735833,-74.03111,Lucent,2,110,Active,,,,,,,,,,,,,,,
119,NY23XC507,NY-TETERBORO 2,84,504,40.735833,-74.03111,Lucent,3,250,Active,,,,,,,,,,,,,,,
120,NY33XC310,NY-TETERBORO 2,84,504,40.727499,-74.036944,Lucent,1,30,Active,,,,,,,,,,,,,,,
120,NY33XC310,NY-TETERBORO 2,84,504,40.727499,-74.036944,Lucent,2,150,Active,,,,,,,,,,,,,,,
120,NY33XC310,NY-TETERBORO 2,84,504,40.727499,-74.036944,Lucent,3,270,Active,,,,,,,,,,,,,,,
122,NY73XC111,NY-TETERBORO 2,84,504,40.720912,-74.039944,Lucent,1,350,Active,,,,,,,,,,,,,,,
122,NY73XC111,NY-TETERBORO 2,84,504,40.720912,-74.039944,Lucent,2,130,Active,,,,,,,,,,,,,,,
122,NY73XC111,NY-TETERBORO 2,84,504,40.720912,-74.039944,Lucent,3,270,Active,,,,,,,,,,,,,,,
123,NY73XC122,NY-TETERBORO 2,84,504,40.716885,-74.031383,Lucent,1,335,Active,,,,,,,,,,,,,,,
123,NY73XC122,NY-TETERBORO 2,84,504,40.716885,-74.031383,Lucent,2,225,Active,,,,,,,,,,,,,,,
123,NY73XC122,NY-TETERBORO 2,84,504,40.716885,-74.031383,Lucent,3,280,Active,,,,,,,,,,,,,,,
125,NY81XC208,NY-TETERBORO 2,84,504,40.715497,-74.045155,Lucent,1,0,Active,,,,,,,,,,,,,,,
125,NY81XC208,NY-TETERBORO 2,84,504,40.715497,-74.045155,Lucent,2,95,Active,,,,,,,,,,,,,,,
125,NY81XC208,NY-TETERBORO 2,84,504,40.715497,-74.045155,Lucent,3,260,Active,,,,,,,,,,,,,,,
132,NY73XC131,NY-TETERBORO 2,84,504,40.638056,-74.161528,Lucent,1,120,Active,,,,,,,,,,,,,,,
132,NY73XC131,NY-TETERBORO 2,84,504,40.638056,-74.161528,Lucent,2,190,Active,,,,,,,,,,,,,,,
132,NY73XC131,NY-TETERBORO 2,84,504,40.638056,-74.161528,Lucent,3,270,Active,,,,,,,,,,,,,,,
133,NY33XC324,NY-TETERBORO 2,84,504,40.695555,-74.216666,Lucent,1,30,Active,,,,,,,,,,,,,,,
133,NY33XC324,NY-TETERBORO 2,84,504,40.695555,-74.216666,Lucent,2,195,Active,,,,,,,,,,,,,,,
